CtNumero;NU_ProcessoLicitacao;CtVigenciaInicio;CtVigenciaTermino2;Tempo;OrNome;Credor;ObNome;CtValorTotal;Textbox7;CtValorTotal1
0050/2023;;22/08/2023;22/08/2024;12;PROCON - 09.0301;700.318.554-74 - MARCUS PAULO MONTEIRO FORTES DE OLIVEIRA;CESSÃO DE ESTÁGIO CURRICULAR;9.000,00;7.452 CONTRATOS;14.786.237.936,49
0060/2023;19.000.006464.2021;22/08/2023;06/08/2024;12;SEDS - 26.0001;02.688.100/0004-20 - AKIYAMA S.A – INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS ELETRÔNICOS E SISTEMAS;MATERIAL DE USO ESPECÍFICO;854.346,65;7.452 CONTRATOS;14.786.237.936,49
0062/2023;;21/08/2023;31/12/2023;4;SEDS - 26.0001;21.547.760/0001-93 - PROTECOP SAS;ARMAMENTOS E EQUIPAMENTOS MILITARES;4.260.000,00;7.452 CONTRATOS;14.786.237.936,49
0063/2023;;22/08/2023;31/12/2023;4;SEDS - 26.0001;03.928.511/0001-66 - SOS SUL COMÉRCIO E SERVIÇOS DE SEGURANÇA E SINALIZAÇÃO LTDA;MATERIAL DE USO ESPECÍFICO;262.500,00;7.452 CONTRATOS;14.786.237.936,49
0065/2023;31.205.03705.2023;22/08/2023;22/08/2024;12;SUDEMA - 34.0101;10.397.564/0001-63 - LVM COMERCIO E SERVIÇOS DE INFORMÁTICA LTDA;MATERIAL PERMANENTE;28.500,00;7.452 CONTRATOS;14.786.237.936,49
0084/2023;26.201.008649.2023;21/08/2023;21/02/2024;6;DETRAN - 26.0101;18.503.258/0005-08 - INSIGHT CURSOS, COMERCIO E SERVICOS EM PSICOLOGIA LTDA ;OUTROS SERVIÇOS ESPECIALIZADOS;29.296,50;7.452 CONTRATOS;14.786.237.936,49
0085/2023;26.201.010090.2023;21/08/2023;20/08/2024;12;DETRAN - 26.0101;07.429.100/0001-87 - SOFIA NOBREGA MEIRELES - CENTRO DE FORMAÇÃO DE CONDUTORES FREI DAMIÃO;OUTROS SERVIÇOS ESPECIALIZADOS;71.615,10;7.452 CONTRATOS;14.786.237.936,49
0156/2023;31.206.022383.2022;22/08/2023;22/12/2024;16;CAGEPA - 31.0601;08.722.308/0001-52 - ICOL INDUSTRIA DE CONSTRUÇÕES LTDA;AMPLIAÇÃO E CONSERVAÇÃO DE REDE DE ESGOTO SANITÁRIO;3.850.000,00;7.452 CONTRATOS;14.786.237.936,49
0357/2023;25.000.003985.2023;22/08/2023;31/12/2023;4;SES - 25.0001;46.462.463/0001-76 - ARTHUR ANTUNES DOS SANTOS SILVA EPP;MATERIAL DE EXPEDIENTE;68.150,00;7.452 CONTRATOS;14.786.237.936,49
0358/2023;25.000.003985.2023;22/08/2023;31/12/2023;4;SES - 25.0001;31.080.614/0001-54 - H2A COMÉRCIO E SERVIÇOS LTDA ME;MATERIAL DE EXPEDIENTE;28.000,00;7.452 CONTRATOS;14.786.237.936,49
0359/2023;25.000.003985.2023;22/08/2023;31/12/2023;4;SES - 25.0001;46.671.750/0001-96 - RD COMÉRCIO E SERVIÇOS LTDA ME;MATERIAL DE EXPEDIENTE;5.757,50;7.452 CONTRATOS;14.786.237.936,49
0024/2023;;18/08/2023;17/08/2028;60;SEAD - 19.0001;09.067.562/0001-27 - MUNICIPIO DE CATOLE DO ROCHA;CESSÃO E CONCESSÃO;;7.452 CONTRATOS;14.786.237.936,49
0025/2023;31.204.001396.2023;17/08/2023;13/10/2024;14;CEHAP - 31.0401;13.493.236/0001-59 - CONSTRUTORA BRTEC LTDA;OBRAS;678.296,64;7.452 CONTRATOS;14.786.237.936,49
0030/2023;25.240.000193.2023;17/08/2023;17/02/2024;6;HCCG - 25.4201;28.211.344/0001-69 - DANIELA APARECIDA VILAR DE ARAÚJO (POLAR NORDESTINA);OUTROS SERVIÇOS DE SAÚDE;101.130,00;7.452 CONTRATOS;14.786.237.936,49
0039/2023;31.203.000050.2023;18/08/2023;18/08/2024;12;DOCAS - 31.0301;10.759.327/0001-03 - JJMR INVESTIMENTOS IMOBILIÁRIOS LTDA;LOCAÇÃO DE IMÓVEL URBANO;293.500,00;7.452 CONTRATOS;14.786.237.936,49
0042/2023;25.240.000200.2023;17/08/2023;31/12/2023;4;HCCG - 25.4201;00.412.020/0001-70 - PAPELARIA ROCHA LTDA;MATERIAL DE EXPEDIENTE;115.209,73;7.452 CONTRATOS;14.786.237.936,49
0048/2023;19.000.021309.2022;17/08/2023;31/03/2024;7;PM/PB - 15.0001;07.227.808/0001-55 - BJ COMÉRCIO DE ALIMENTOS LTDA;GÊNEROS ALIMENTÍCIOS;31.260,00;7.452 CONTRATOS;14.786.237.936,49
0075/2023;19.000.023802.2022;18/08/2023;18/08/2024;12;SUDEMA - 34.0101;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;907.080,00;7.452 CONTRATOS;14.786.237.936,49
0081/2023;31.202.000008.2023;17/08/2023;10/09/2024;13;SUPLAN - 31.0201;32.843.159/0001-64 - AG CONSTRUTORA E SERVIÇOS LTDA;OBRAS;4.433.949,20;7.452 CONTRATOS;14.786.237.936,49
0082/2023;31.206.034361.2022;18/08/2023;18/08/2024;12;CAGEPA - 31.0601;51.716.483/0001-66 - CONSÓRCIO OCEANUS-GLP;OUTROS SERVIÇOS ESPECIALIZADOS;847.499,76;7.452 CONTRATOS;14.786.237.936,49
0083/2023;26.201.020908.2023;17/08/2023;17/02/2024;6;DETRAN - 26.0101;02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP;OUTROS SERVIÇOS ESPECIALIZADOS;117.000,00;7.452 CONTRATOS;14.786.237.936,49
0093/2023;30.000.001746.2023;17/08/2023;16/08/2024;12;SEAD - 19.0001;154.070.204-91 - ÁUREA CARNEIRO;LOCAÇÃO DE BENS IMÓVEIS;31.800,00;7.452 CONTRATOS;14.786.237.936,49
0094/2023;30.000.003476.2022;17/08/2023;16/08/2025;24;SEAD - 19.0001;33.641.663/0001-44 - FUNDAÇÃO GETÚLIO VARGAS - FGV;SERVIÇO ESPECIALIZADO;;7.452 CONTRATOS;14.786.237.936,49
0154/2023;25.215.000168.2022;17/08/2023;31/12/2023;4;HEETSHL - 25.1501;09.007.162/0001-26 - MAUES LOBATO COMERCIO E REPRESENTACOES LTDA;MEDICAMENTOS;214,20;7.452 CONTRATOS;14.786.237.936,49
0215/2023;;17/08/2023;17/11/2023;3;SEDH - 27.0001;20.873.342/0001-23 - HC COMÉRCIO DE PAPELARIA E SERVIÇOS LTDA;MATERIAL DE EXPEDIENTE;18.726,50;7.452 CONTRATOS;14.786.237.936,49
0284/2023; 19.000.028112.2020;17/08/2023;17/11/2023;3;FUNESC - 33.0101;24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA;AQUISIÇÃO DE BENS MÓVEIS;12.361,70;7.452 CONTRATOS;14.786.237.936,49
0336/2023;25.000.003323.2023;17/08/2023;31/12/2023;4;SES - 25.0001;05.672.519/0001-30 - PADARIA PONTES LTDA;GÊNEROS ALIMENTÍCIOS;233.496,00;7.452 CONTRATOS;14.786.237.936,49
0351/2023;;17/08/2023;31/12/2023;4;SEDH - 27.0001;20.754.575/0001-07 - NUTRYCAMP SOLUÇÕES ALIMENTARES LTDA;FORNECIMENTO DE REFEIÇÕES;63.144,60;7.452 CONTRATOS;14.786.237.936,49
0354/2023;27.000.001871.2022;18/08/2023;18/04/2024;8;FEAS - 50.0001;16.631.594/0001-79 - DROP´S BUFFET EVENTOS E ESCOLA GASTRONÔMICA EIRELI,;SERVIÇO ESPECIALIZADO;134.775,00;7.452 CONTRATOS;14.786.237.936,49
0392/2023;27.000.001871.2022;18/08/2023;18/10/2024;14;FEAS - 50.0001;17.076.626/0001-84 - M N DE O RIBEIRO CONSULTORIA ME;SERVIÇO ESPECIALIZADO;134.176,04;7.452 CONTRATOS;14.786.237.936,49
0393/2023;;17/08/2023;17/11/2023;3;FETPB-90.0001;20.873.342/0001-23 - HC COMÉRCIO DE PAPELARIA E SERVIÇOS LTDA;MATERIAL DE EXPEDIENTE;9.013,50;7.452 CONTRATOS;14.786.237.936,49
0003/2023;09.103.000009.2023;16/08/2023;31/12/2023;4;CM - 09.0003;08.275.415/0001-80 - FN COMÉRCIO DE ALIMENTOS EIRELI - ME;FORNECIMENTO DE REFEIÇÕES;22.800,00;7.452 CONTRATOS;14.786.237.936,49
0003/2023;25.203.000880.2022;16/08/2023;12/02/2024;6;MFD- 25.0301;16.101.397/0001-48 - MERCÚRIO SAÚDE DE PRODUTOS HOSPITALARES EIRELI-ME;SERVIÇO ESPECIALIZADO;52.656,00;7.452 CONTRATOS;14.786.237.936,49
0021/2023;23.901.000068.2022;16/08/2023;31/12/2023;4;FUNESBOM - 57.0001 ;05.672.519/0001-30 - PADARIA PONTES LTDA;SERVIÇOS;114.000,00;7.452 CONTRATOS;14.786.237.936,49
0027/2023;10.000.000052.2023;16/08/2023;15/08/2025;24;SEMDH - 10.0001;09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S/A - EPC;SERVIÇO ESPECIALIZADO;400,00;7.452 CONTRATOS;14.786.237.936,49
0031/2023;31.201.001678.2023;16/08/2023;10/09/2024;13;DER - 31.0101;08.696.148/0001-14 - PROJETO CONSULTORIA DE ENGENHARIA LTDA.;SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA;2.590.318,77;7.452 CONTRATOS;14.786.237.936,49
0032/2023;31.201.001872.202;16/08/2023;08/03/2025;19;DER - 31.0101;40.788.598/0001-40 - MAC - MESQUITA ANDRADE CONSTRUÇÕES LTDA.;OBRAS;20.599.447,95;7.452 CONTRATOS;14.786.237.936,49
0041/2023;25.240.000263.2023;16/08/2023;16/02/2024;6;HCCG - 25.4201;20.947.671/0001-71 - ARRUDA PINTO SERVIÇOS DE MANUTENÇÃO DE EQUIPAMENTOS MEDICOS E HOSPITALARES LTDA;OUTROS SERVIÇOS DE SAÚDE;157.562,40;7.452 CONTRATOS;14.786.237.936,49
0054/2023;25.206.000383.2023;16/08/2023;16/11/2023;3;CPAM - 25.0601;00.821.449/0001-10 - ROSEMBLITH DE ARAÚJO SILVA;GÊNEROS ALIMENTÍCIOS;64.153,08;7.452 CONTRATOS;14.786.237.936,49
0055/2023;25.206.000383.2023;16/08/2023;16/11/2023;3;CPAM - 25.0601;00.301.402/0001-26 - MARIA DE FÁTIMA SILVA SOUZA;GÊNEROS ALIMENTÍCIOS;14.229,60;7.452 CONTRATOS;14.786.237.936,49
0061/2023;26.000.000057.2023;16/08/2023;31/12/2023;4;SEDS - 26.0001;12.998.918/0002-31 - REGULA FORENSICS LATAM COMÉRCIO DE EQUIPAMENTOS FORENSES LTDA;EQUIPAMENTOS;690.000,00;7.452 CONTRATOS;14.786.237.936,49
0069/2023;26.201.005197.2021;16/08/2023;14/11/2023;3;DETRAN - 26.0101;43.219.256/0001-05 - LIFE CLEAN COMERCIO DE EQUIPAMENTOS LTDA;OUTROS MATERIAIS DE CONSUMO;78.240,00;7.452 CONTRATOS;14.786.237.936,49
0074/2023;26.201.020373.2023;16/08/2023;15/08/2024;12;DETRAN - 26.0101;09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S/A - EPC;MATERIAL GRÁFICO E DE ENCADERNAÇÃO;31.700,00;7.452 CONTRATOS;14.786.237.936,49
0079/2023;31.202.001503.2023;16/08/2023;09/09/2024;13;SUPLAN - 31.0201;04.328.497/0001-22 - ML DANTAS CONSTRUÇÕES LTDA;OBRAS;2.439.699,32;7.452 CONTRATOS;14.786.237.936,49
0080/2023;31.202.000297.2023;16/08/2023;08/11/2024;15;SUPLAN - 31.0201;15.776.046/0001-74 - SANTENGE ENGENHARIA E SERVIÇOS-EPP;OBRAS;1.783.677,80;7.452 CONTRATOS;14.786.237.936,49
0085/2023;30.000.000334.2023;16/08/2023;15/08/2024;12;SEAD - 19.0001;281.695.304-15 - MARIA ELZA MARTINS DE ANDRADE;LOCAÇÃO DE BENS IMÓVEIS;7.800,00;7.452 CONTRATOS;14.786.237.936,49
0086/2023;30.000.002027.2023;16/08/2023;15/08/2024;12;SEAD - 19.0001;14.968.953/0001-52 - ALTO SERTÃO IMOBILIÁRIA LTDA;LOCAÇÃO DE BENS IMÓVEIS;144.000,00;7.452 CONTRATOS;14.786.237.936,49
0092/2023;30.000.002619.2023;16/08/2023;15/08/2025;24;SEAD - 19.0001;356.887.934-49 - MARIA ESPEDITA MOREIRA MILANI;LOCAÇÃO DE BENS IMÓVEIS;23.520,00;7.452 CONTRATOS;14.786.237.936,49
0221/2023;;16/08/2023;14/11/2023;3;SEE - 22.0001;01.615.653/0001-48 - PREFEITURA MUNICIPAL DE POÇO DANTAS;DOAÇÕES;;7.452 CONTRATOS;14.786.237.936,49
0223/2023;25.215.000092.2022;16/08/2023;31/12/2023;4;HEETSHL - 25.1501;03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA;MATERIAL MÉDICO-HOSPITALAR;1.830,00;7.452 CONTRATOS;14.786.237.936,49
0398/2023;;17/08/2023;31/12/2023;4;FETPB-90.0001;20.754.575/0001-07 - NUTRYCAMP SOLUÇÕES ALIMENTARES LTDA;FORNECIMENTO DE REFEIÇÕES;17.344,40;7.452 CONTRATOS;14.786.237.936,49
0009/2023;19.000.016720.2022;15/08/2023;13/11/2023;3;SECTIES - 35.0001;27.745.509/0001-10 - SILVEIRA & DALMAS LTDA;MATERIAL DE USO ESPECÍFICO;3.600,00;7.452 CONTRATOS;14.786.237.936,49
0017/2023;23.901.000072.2023;15/08/2023;31/12/2023;4;FUNESBOM - 57.0001 ;07.832.658/0001-09 - ENGESCORE ESTRUTURAS TUBULARES LTDA;OUTROS SERVIÇOS ESPECIALIZADOS;28.865,00;7.452 CONTRATOS;14.786.237.936,49
0019/2023;23.901.000070.2023;15/08/2023;31/12/2023;4;FUNESBOM - 57.0001 ;07.712.234/0001-00 - SABRESUL INDUSTRIA METALURGICA LTDA;MATERIAL PERMANENTE;50.490,00;7.452 CONTRATOS;14.786.237.936,49
0020/2023;19.000.000514.2020;15/08/2023;17/05/2024;9;SEE - 22.0001;30.956.229/0001-65 - PRIDE EVENTOS PRODUÇÕES E SERVIÇOS LTDA;LOCAÇÃO DE BENS MÓVEIS;37.764,00;7.452 CONTRATOS;14.786.237.936,49
0055/2023;19.000.018101.2022;15/08/2023;15/08/2024;12;PM/PB - 15.0001;03.313.938/0001-50 - RECOL-ENGENHARIA E SERVIÇOS LTDA;SERVIÇOS;43.620,00;7.452 CONTRATOS;14.786.237.936,49
0080/2023;30.000.000388.2023;15/08/2023;14/08/2024;12;SEAD - 19.0001;057.629.154-41 - NIJANIA NEUMA DA SILVA MEDEIROS;LOCAÇÃO DE BENS IMÓVEIS;14.544,00;7.452 CONTRATOS;14.786.237.936,49
0082/2023;19.000.002999.2021;15/08/2023;15/11/2023;3;DETRAN - 26.0101;38.732.826/0001-18 - DONNOS VENDAS E SERVICOS INTEGRADOS LTDA ;OUTROS SERVIÇOS ESPECIALIZADOS;115.365,00;7.452 CONTRATOS;14.786.237.936,49
0083/2023;30.000.002172.2023;15/08/2023;14/08/2025;24;SEAD - 19.0001;338.106.484-34 - ADRIANA ZACCARA DE ARAÚJO VIEIRA;LOCAÇÃO DE BENS IMÓVEIS;207.600,00;7.452 CONTRATOS;14.786.237.936,49
0084/2013;30.000.001361.2023;15/08/2023;14/08/2025;24;SEAD - 19.0001;148.436.658-19 - ANTONIEL GOMES DOS SANTOS;LOCAÇÃO DE BENS IMÓVEIS;15.120,00;7.452 CONTRATOS;14.786.237.936,49
0087/2023;30.000.002663.2023;15/08/2023;14/08/2025;24;SEAD - 19.0001;338.333.894-00 - DORALICE RODRIGUES OLIVEIRA;LOCAÇÃO DE BENS IMÓVEIS;240.000,00;7.452 CONTRATOS;14.786.237.936,49
0090/2023;30.000.002061.2023;15/08/2023;14/08/2025;24;SEAD - 19.0001;025.204.004-04 - JOSEVAL ALVES DE ARAÚJO;LOCAÇÃO DE BENS IMÓVEIS;15.000,00;7.452 CONTRATOS;14.786.237.936,49
0097/2023;19.000.000058.2023;15/08/2023;31/12/2023;4;MFD- 25.0301;48.975.836/0001-38 - WR COMERCIO DE PAPEIS LTDA ;MATERIAL DE CONSUMO;51.865,00;7.452 CONTRATOS;14.786.237.936,49
0153/2023;25.215.000168.2022;15/08/2023;31/12/2023;4;HEETSHL - 25.1501;07.640.617/0001-10 - DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA;MEDICAMENTOS;2.744,00;7.452 CONTRATOS;14.786.237.936,49
0174/2023;25.215.000083.2022;15/08/2023;31/12/2023;4;HEETSHL - 25.1501;35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA;MEDICAMENTOS;32.150,00;7.452 CONTRATOS;14.786.237.936,49
0188/2023;25.215.000065.2022;15/08/2023;31/12/2023;4;HEETSHL - 25.1501;18.588.224/0001-21 - NACIONAL COMERCIO E REPRESENTACAO LTDA ;MATERIAL MÉDICO-HOSPITALAR;6.244,00;7.452 CONTRATOS;14.786.237.936,49
0218/2023;25.215.000092.2022;15/08/2023;31/12/2023;4;HEETSHL - 25.1501;00.304.559/0001-05 - HUNTER CIENTIFICA COMERCIAL E SERVICOS LTDA;MATERIAL MÉDICO-HOSPITALAR;1.400,80;7.452 CONTRATOS;14.786.237.936,49
0224/2023;;16/08/2023;02/12/2023;4;SEE - 22.0001;08.732.182/0001-05 - PREFEITURA MUNICIPAL DE CUBATI;DOAÇÕES;;7.452 CONTRATOS;14.786.237.936,49
0245/2023;27.000.005263.2021;16/08/2023;16/11/2023;3;FEAS - 50.0001;19.813.573/0001-62 - SERVICE MASTER LTDA;MATERIAL DE EXPEDIENTE;67.984,80;7.452 CONTRATOS;14.786.237.936,49
0330/2023;27.000.005263.2021;16/08/2023;16/11/2023;3;FEAS - 50.0001;33.428.938/0001-66 - MAIS SOLUÇÃO E REPRESENTAÇÃO LTDA;MATERIAL DE EXPEDIENTE;227,76;7.452 CONTRATOS;14.786.237.936,49
0335/2023;25.000.010197.2023;16/08/2023;31/12/2023;4;SES - 25.0001;29.081.505/0001-00 - GGH ASCENSORES LTDA ME;AQUISIÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;250.000,00;7.452 CONTRATOS;14.786.237.936,49
0005/2023;;14/08/2023;14/08/2024;12;IMEQ - 21.0401;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;540.190,08;7.452 CONTRATOS;14.786.237.936,49
0008/2023;25.233.000041.2023;14/08/2023;10/02/2024;6;HFAF - 25.1024;10.464.359/0001-73 - RD HOSPITALAR MANUTENCOES E SERVICOS TECNICOS LTDA;MATERIAL DE CONSUMO;48.000,00;7.452 CONTRATOS;14.786.237.936,49
0009/2023;;14/08/2023;31/12/2023;4;PBPREV - 09.0101;02.213.325/0001-88 - PLUGNET COMERCIO E REPRESENTACOES LTDA;EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA;325.700,00;7.452 CONTRATOS;14.786.237.936,49
0011/2023;21.901.000011.2023;14/08/2023;15/08/2025;24;EMPREENDER - 77.0001;04.203.988/0001-47 - JSL LOCAÇÕES E MONTAGENS LTDA;SERVIÇO ESPECIALIZADO;5.171.731,92;7.452 CONTRATOS;14.786.237.936,49
0022/2023;;14/08/2023;18/08/2028;60;SES - 25.0001;08.891.541/0001-69 - PREFEITURA MUNICIPAL DE SÃO JOSÉ DE CAIANA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0028/2023;25.234.000039.2023;14/08/2023;14/08/2024;12;LACEN 25.3701;12.495.568/0001-00 - RIBEIRO E SILVA CONSTRUCOES LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA;38.500,00;7.452 CONTRATOS;14.786.237.936,49
0028/2023;10.000.000051.2023;14/08/2023;31/12/2023;4;SEMDH - 10.0001;09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S/A - EPC;SERVIÇO ESPECIALIZADO;21.000,00;7.452 CONTRATOS;14.786.237.936,49
0029/2023;9.000.013197.2021;14/08/2023;21/12/2023;4;SEMDH - 10.0001;04.462.687/0001-38 - CHRISTHIANNY MAROJA EIRELI - EPP;GÊNEROS ALIMENTÍCIOS;26.400,67;7.452 CONTRATOS;14.786.237.936,49
0045/2023;38.000.000.240.2023;14/08/2023;12/11/2023;3;PC - 38.0001;17.360.773/0001-81 - A C P MEDEIROS - RN CORPORATIVO DA COMPUTACAO;EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA;26.988,00;7.452 CONTRATOS;14.786.237.936,49
0047/2023;38.000.000233.2023;14/08/2023;10/02/2024;6;PC - 38.0001;02.914.690/0001-10 - COPYLINE – COMÉRCIO E SERVIÇOS LTDA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;42.000,00;7.452 CONTRATOS;14.786.237.936,49
0048/2023;19.000.013156.2022;14/08/2023;31/12/2023;4;MFD- 25.0301;04.462.687/0001-38 - CHRISTIANNY MAROJA EIRELI EPP;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;33.357,00;7.452 CONTRATOS;14.786.237.936,49
0048/2023;38.000.000233.2023;14/08/2023;10/02/2024;6;PC - 38.0001;40.938.508/0001-50 - MAQ – LAREM MÓVEIS E EQUIPAMENTOS LTDA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;455.700,00;7.452 CONTRATOS;14.786.237.936,49
0056/2023;25.206.000439.2021;14/08/2023;14/08/2024;12;CPAM - 25.0601;18.071.835/0001-06 - PROSPERA SERVIÇOS E REFRIGERAÇÃO EIRELLI;SERVIÇOS;58.795,44;7.452 CONTRATOS;14.786.237.936,49
0082/2023;30.000.002657.2023;14/08/2023;13/08/2025;24;SEAD - 19.0001;768.531.284-00 - ANA MARIA MACEDO FAUSTINO;LOCAÇÃO DE BENS IMÓVEIS;96.000,00;7.452 CONTRATOS;14.786.237.936,49
0088/2023;30.000.202300361.2023;14/08/2023;13/08/2024;12;SEAD - 19.0001;096.274.027-61 - IVANEIDE DA SILVA SANTOS;LOCAÇÃO DE BENS IMÓVEIS;16.800,00;7.452 CONTRATOS;14.786.237.936,49
0222/2023;25.215.000092.2022;15/08/2023;31/12/2023;4;HEETSHL - 25.1501;13.047.802/0001-07 - REDMED COMERCIO E LOCACAO LTDA;MATERIAL MÉDICO-HOSPITALAR;90.000,00;7.452 CONTRATOS;14.786.237.936,49
0224/2023;25.215.000121.2022;15/08/2023;31/12/2023;4;HEETSHL - 25.1501;13.626.917/0001-48 - COMÉRCIO DE PRODUTOS PARA DIAGNÓSTICO HUMANO LTDA ;MATERIAL MÉDICO-HOSPITALAR;754,62;7.452 CONTRATOS;14.786.237.936,49
0331/2023;27.000.001913.2022;15/08/2023;29/12/2023;4;SEDH - 27.0001;40.966.889/0001-80 - CENTER VIDROS LTDA,;SERVIÇO ESPECIALIZADO;51.700,00;7.452 CONTRATOS;14.786.237.936,49
0350/2023;19.000.002999.2021;15/08/2023;15/11/2023;3;FEAS - 50.0001;04.602.789/0001-01 - DATEN TECNOLOGIA LTDA;MATERIAL DE EXPEDIENTE;66.294,00;7.452 CONTRATOS;14.786.237.936,49
2301/8490;25.301.000019.2023;15/08/2023;11/02/2024;6;CERS - 25.4301;09.338.884/0001-63 - AMQ COMÉRCIO E SERVIÇOS LTDA.;RECUPERAÇÃO E MANUTENÇÃO  DE EQUIP. DE INFORMÁTICA;24.600,00;7.452 CONTRATOS;14.786.237.936,49
0023/2023;;11/08/2023;10/08/2043;240;SEAD - 19.0001;00.636.397/0001-02 - FEDERAÇÃO DAS ASSOCIAÇÕES DE MUNICÍPIOS DA PARAÍBA - FAMUP;CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0026/2023;31.902.202300159.2023;11/08/2023;11/02/2025;18;FERH - 43.0001;03.775.588/0001-43 - SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI;SERVIÇO ESPECIALIZADO NA ÁREA DE EDUCAÇÃO E CULTURA;147.825,00;7.452 CONTRATOS;14.786.237.936,49
0068/2023;31.205.003652.2023;13/08/2023;13/11/2023;3;SUDEMA - 34.0101;51.174.387/0001-33 - JUCIVANDA ROBERTO PESSOA;AQUISIÇÃO DE BENS MÓVEIS;3.340,52;7.452 CONTRATOS;14.786.237.936,49
0089/2023;30.000.000363.2023;14/08/2023;13/08/2025;24;SEAD - 19.0001;094.707.534-88 - THÉO ALBINO RIBEIRO BARROS;LOCAÇÃO DE BENS IMÓVEIS;53.040,00;7.452 CONTRATOS;14.786.237.936,49
0117/2023;25.510.007061.2023 ;14/08/2023;31/12/2023;4;FPGS 25.5101;07.160.019/0001-44 - VITALE COMERCIO S.A.;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;148.252,56;7.452 CONTRATOS;14.786.237.936,49
0118/2023;25.510.007061.2023 ;14/08/2023;31/12/2023;4;FPGS 25.5101;06.948.769/0001-12 - TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;43.021,50;7.452 CONTRATOS;14.786.237.936,49
0119/2023;25.510.007061.2023;14/08/2023;31/12/2023;4;FPGS 25.5101;09.074.443/0002-82 - MSA COMERCIO DE PRODUTOS MEDICOS E HOSPITALATRES LTDA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;24.870,60;7.452 CONTRATOS;14.786.237.936,49
0120/2023;25.510.007061.2023;14/08/2023;31/12/2023;4;FPGS 25.5101;01.687.725/0002-43 - JL PRODUTOS ALIMENTICIOS LTDA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;9.000,00;7.452 CONTRATOS;14.786.237.936,49
0121/2023;25.510.007061.2023;14/08/2023;31/12/2023;4;FPGS 25.5101;01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRIÇÃO ENTERAL E PARENTERAL-CENEP LTDA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;301.097,82;7.452 CONTRATOS;14.786.237.936,49
0154/2023;31.206.021915.2023;14/08/2023;10/02/2024;6;CAGEPA - 31.0601;51.482.776/0001-26 - IMBIL INDUSTRIA E MANUTENÇÃO DE BOMBAS ITA LTDA;MÁQUINAS, MOTORES E EQUIPAMENTOS;320.000,00;7.452 CONTRATOS;14.786.237.936,49
0194/2023;22.204.011965.2023;14/08/2023;31/12/2023;4;UEPB - 35.0401;20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS EIRELI EPP;MATERIAL DE CONSUMO;11.673,00;7.452 CONTRATOS;14.786.237.936,49
0195/2023; 22.204.011965.2023;14/08/2023;31/12/2023;4;UEPB - 35.0401;47.852.784/0001-40 - TEIXEIRA DE ARRUDA LTDA;MATERIAL DE CONSUMO;275,00;7.452 CONTRATOS;14.786.237.936,49
0196/2023;22.204.011965.2023;14/08/2023;31/12/2023;4;UEPB - 35.0401;08.776.635/0001-97 - AM PEREIRA ABRANTES LTDA EIRELI;MATERIAL DE CONSUMO;9.320,40;7.452 CONTRATOS;14.786.237.936,49
0197/2023;22.204.011965.2023;14/08/2023;31/12/2023;4;UEPB - 35.0401;26.373.592/0001-80 - POLEX COMERCIAL LTDA;MATERIAL DE CONSUMO;473,50;7.452 CONTRATOS;14.786.237.936,49
